dataset,estimator,time,model_string,train_log_loss,train_roc_auc_score,train_accuracy_score,test_log_loss,test_roc_auc_score,test_accuracy_score
agaricus_lepiota,HROCH,120.01489400863647,(-x12 + x13*(x10 - (x15 - x17)*(-x17 + x3))*(8.500177383422852*x17 - 8.500177383422852*x7 + 8.500177383422852*x9)*(-x17 + x19*x5*(x15 - x17)*(-x17 + x7 - x9) + x7 - x9) - x21*(-x17 + x3)*(x7 - x9) + x7 - x9)*(-x15 - x16 - x18 + x19*x5*(x15 - x17)*(-x17 + x7 - x9) + x21*(x7 - x9) - 21.95055389404297),0.0003407454227168098,1.0,0.99950884086444,0.0017016914594457876,1.0,0.997545409916544
agaricus_lepiota,CatBoost,1.8298921585083008,,0.0008796156391877031,1.0,1.0,0.0009580137374603557,1.0,1.0
agaricus_lepiota,GradientBoosting,0.520388126373291,,0.003167002993127232,1.0,1.0,0.0033975417007879585,1.0,1.0
agaricus_lepiota,LGBM,0.1374814510345459,,2.5208596423987787e-05,1.0,1.0,2.7044223146735923e-05,1.0,1.0
agaricus_lepiota,XGB,0.15236306190490723,,0.0005839771828270894,1.0,1.0,0.0007193545221888414,1.0,1.0
agaricus_lepiota,DecisionTree,0.011406660079956055,,2.2204460492503136e-16,1.0,1.0,2.2204460492503136e-16,1.0,1.0
agaricus_lepiota,LogisticRegression,0.17597174644470215,,0.16712893100692833,0.9827501202501203,0.9484282907662083,0.16891437183985616,0.9819286997161121,0.9504172803141875
agaricus_lepiota,KNeighbors,0.01519918441772461,,0.0015814312887525114,0.9999998926338212,0.9998362802881466,0.0036209282265185693,0.9999937235665591,0.9985272459499264
agaricus_lepiota,RandomForest,0.32300472259521484,,8.607052385277555e-05,1.0,1.0,0.0003143586146301417,1.0,1.0
agaricus_lepiota,SVC,1.2973413467407227,,0.012666159748708638,0.999922320569642,0.9891944990176817,0.01172920922693401,0.9999353044553022,0.9926362297496318
chess,RILS-ROLS,121.07693409919739,"((3.324032*MAX(((MAX(((-0.881276*((-0.647326*MAX(x32, x9))<x31))+MAX(MAX(MAX((x12*(x12<x14)), x5), MIN(x34, x14)), x0)), x20)-x13)-x27), 0.712278))+-2.332853)",0.5001070429616857,0.9794196851780906,0.9787234042553191,0.5179085249815389,0.9748398701412653,0.9749687108886108
chess,HROCH,120.01823306083679,-x17 - x19 + (x20*(x15 + x31 + x33 + x9 + 937.5523681640625) - x31 - x32 - x9)*(x0 + x14 + x31 + x34 + x5 + x9)**2*(x15 + x29 + 2*x31 + x32 + x33 - x6*(x0 + x31 + x34 + x5 - x8 + x9 - 424.4281921386719) + 2*x9) + (x0 + x14 + x31 + x34 + x5 + x9)**2,0.07621593992694989,0.996204897105417,0.9724655819774718,0.10429659342829405,0.9943907544591936,0.9662077596996246
chess,CatBoost,1.7391586303710938,,0.01918358486917503,0.9999734339301843,0.999165623696287,0.026195225953133953,0.9997869113425838,0.9962453066332916
chess,GradientBoosting,0.23416924476623535,,0.07342960456270672,0.9985507509808472,0.9791405924071757,0.07934288860140733,0.998188746411963,0.9762202753441802
chess,LGBM,0.06429004669189453,,0.0030951693203785944,0.9999986017857992,0.999165623696287,0.011763308833175553,0.9999310595520124,0.9949937421777222
chess,XGB,0.12247920036315918,,0.009978613031398543,0.9999979026786987,0.9983312473925741,0.01861810779218373,0.9998746537309318,0.9949937421777222
chess,DecisionTree,0.005588054656982422,,2.2204460492503136e-16,1.0,1.0,0.22555477715342417,0.9937608894571253,0.9937421777221527
chess,LogisticRegression,0.08541369438171387,,0.1179962358624339,0.9941372878559503,0.9616186900292032,0.12640689635480692,0.9927173817671316,0.9549436795994993
chess,KNeighbors,0.017970561981201172,,0.12663136191176008,0.9964083372716367,0.9778890279516061,0.2228341403196067,0.9869796563005303,0.9474342928660826
chess,RandomForest,0.2432253360748291,,0.024688379600500923,1.0,1.0,0.0781323154148815,0.9996114265658882,0.9899874843554443
chess,SVC,0.4178910255432129,,0.05996988870098432,0.9982627188554778,0.9749687108886108,0.07927274217247608,0.9971107684979756,0.9687108886107635
churn,RILS-ROLS,121.06032252311707,"((((0.010288*((x18*x18)*(x18*x4)))+(-0.409373*(x19<3.141593)))+(-4.456280*sin(MAX(cos(((MIN(((0.000000*((x10*MAX(x7, x10))*(x7*x7)))*((0.000000*((x10*x7)*(x7*x7)))*x15)), 0.900000))**2)), x5))))+4.185985)",0.6722490637461633,0.7389115600749264,0.9216,0.6660859900168067,0.7778849941903665,0.9256
churn,HROCH,120.01557517051697,x13*(-x6 + x9)*(3.1479443496351678e-9*x6 - 3.1479443496351678e-9*x9)*(x12*x9 - sqrt(x17 + x9))*(x18*x4 + x19 - sqrt(x17 + x9) + 3.1479443496351678e-9) + x18*x4 + x19 - sqrt(x17 + x9) + 1.5104491368767015e-7,0.24289274188075813,0.8857181084903857,0.9130666666666667,0.22470911605543387,0.918670117539109,0.9256
churn,CatBoost,2.611680269241333,,0.06694085844400964,0.9981256450934669,0.9824,0.14465909732117962,0.9409511841180078,0.9592
churn,GradientBoosting,1.3886604309082031,,0.12535857872897277,0.9603180908100463,0.9701333333333333,0.16734087399281206,0.9349520518229284,0.948
churn,LGBM,0.17666387557983398,,0.01681504950532838,1.0,1.0,0.1597120477262532,0.9342339511990784,0.9552
churn,XGB,0.2035677433013916,,0.009393472688489961,1.0,1.0,0.17162711506557374,0.9344184631649288,0.9576
churn,DecisionTree,0.05699896812438965,,2.2204460492503136e-16,1.0,1.0,2.7681525802841973,0.8482214542534995,0.9232
churn,LogisticRegression,0.128004789352417,,0.3686842368610624,0.6903981421308155,0.8685333333333334,0.37622553294518263,0.7326272010532143,0.8528
churn,KNeighbors,0.007095813751220703,,0.24337040289239523,0.8905676583584999,0.8837333333333334,2.297065594376674,0.632155448837824,0.8504
